countryOfAsylum,countryOfOrigin,year,totalRefugees
BEL,IND,2007,3
BEL,IRQ,2007,292
BEL,IRN,2007,347
BEL,ISR,2007,4
BEL,JOR,2007,5
BEL,KAZ,2007,26
BEL,KEN,2007,1
BEL,KGZ,2007,21
BEL,LAO,2007,27
BEL,LVA,2007,8
BEL,LBN,2007,28
BEL,LBR,2007,12
BEL,LBY,2007,5
BEL,LTU,2007,24
BEL,MDG,2007,4
BEL,MLI,2007,1
BEL,MRT,2007,71
BEL,MAR,2007,9
BEL,MMR,2007,5
BEL,NAM,2007,1
BEL,NPL,2007,31
BEL,NER,2007,12
BEL,NGA,2007,7
BEL,PAK,2007,55
BEL,PER,2007,4
BEL,POL,2007,377
BEL,PRT,2007,2
BEL,MDA,2007,7
BEL,ROU,2007,57
BEL,RUS,2007,5150
BEL,RWA,2007,1350
BEL,SEN,2007,11
BEL,SRB,2007,1320
BEL,SLE,2007,17
BEL,SOM,2007,94
BEL,ZAF,2007,2
BEL,ESP,2007,7
BEL,LKA,2007,20
BEL,PSE,2007,44
BEL,SDN,2007,39
BEL,SYR,2007,114
BEL,MKD,2007,21
BEL,"Tibetans",2007,17
BEL,TGO,2007,101
BEL,TUN,2007,24
BEL,TUR,2007,421
BEL,UGA,2007,8
BEL,UKR,2007,109
BEL,TZA,2007,5
BEL,URY,2007,4
BEL,UZB,2007,36
BEL,VNM,2007,80
BEL,YEM,2007,12
BLZ,SLV,2007,332
BLZ,NIC,2007,26
BEN,DZA,2007,2
BEN,AGO,2007,5
BEN,BIH,2007,1
BEN,BFA,2007,1
BEN,BDI,2007,37
BEN,CMR,2007,13
BEN,CAF,2007,11
BEN,TCD,2007,166
BEN,COG,2007,287
BEN,CIV,2007,69
BEN,COD,2007,454
BEN,GNQ,2007,11
BEN,ETH,2007,6
BEN,GHA,2007,1
BEN,GIN,2007,5
BEN,GNB,2007,2
BEN,IRQ,2007,6
BEN,IRN,2007,1
BEN,LBR,2007,3
BEN,NGA,2007,170
BEN,RWA,2007,145
BEN,SEN,2007,2
BEN,SLE,2007,2
BEN,SOM,2007,1
BEN,SDN,2007,8
BEN,SYR,2007,1
BEN,TGO,2007,6208
BEN,VNM,2007,3
BOL,AGO,2007,1
BOL,CMR,2007,1
BOL,CHL,2007,7
BOL,COL,2007,67
BOL,COG,2007,1
BOL,CUB,2007,9
BOL,ETH,2007,2
BOL,GHA,2007,1
BOL,HND,2007,1
BOL,IRQ,2007,16
BOL,ISR,2007,1
BOL,PER,2007,515
BOL,PRT,2007,1
BOL,RUS,2007,5
BOL,SRB,2007,1
BOL,LKA,2007,1
BOL,UKR,2007,1
BOL,VEN,2007,1
BIH,DZA,2007,1
BIH,HRV,2007,7163
BIH,MNE,2007,1
BIH,MDA,2007,3
BIH,SAU,2007,1
BIH,SRB,2007,187
BIH,PSE,2007,9
BIH,SYR,2007,1
BIH,TUN,2007,1
BWA,AGO,2007,640
BWA,BDI,2007,110
BWA,CMR,2007,1
BWA,COD,2007,230
BWA,ERI,2007,4
BWA,ETH,2007,6
BWA,KEN,2007,6
BWA,LBR,2007,2
BWA,MAR,2007,1
BWA,NAM,2007,1092
BWA,RWA,2007,94
BWA,SEN,2007,1
BWA,SLE,2007,3
BWA,SOM,2007,137
BWA,SDN,2007,18
BWA,UGA,2007,23
BWA,ZMB,2007,1
BWA,ZWE,2007,96
BRA,AFG,2007,3
BRA,ALB,2007,1
BRA,DZA,2007,5
BRA,AGO,2007,1669
BRA,ARG,2007,11
BRA,ARM,2007,3
BRA,BIH,2007,4
BRA,BFA,2007,1
BRA,BDI,2007,34
BRA,CPV,2007,1
BRA,CMR,2007,6
BRA,CAF,2007,2
BRA,TCD,2007,1
BRA,CHL,2007,21
BRA,COL,2007,17498
BRA,COG,2007,9
BRA,CIV,2007,13
BRA,HRV,2007,5
BRA,CUB,2007,119
BRA,COD,2007,292
BRA,DOM,2007,2
BRA,ECU,2007,11
BRA,EGY,2007,4
BRA,SLV,2007,3
BRA,ERI,2007,6
BRA,ETH,2007,19
BRA,GMB,2007,1
BRA,GEO,2007,10
BRA,GHA,2007,6
BRA,GTM,2007,2
BRA,GIN,2007,2
BRA,GNB,2007,11
BRA,HTI,2007,2
BRA,HUN,2007,1
BRA,IRQ,2007,159
BRA,IRN,2007,27
BRA,KWT,2007,1
BRA,LBN,2007,27
BRA,LBR,2007,254
BRA,LBY,2007,2
BRA,MLI,2007,1
BRA,MRT,2007,2
BRA,MAR,2007,4
BRA,MOZ,2007,1
BRA,NPL,2007,1
BRA,NIC,2007,1
BRA,NGA,2007,27
BRA,PAK,2007,7
BRA,PRY,2007,7
BRA,PER,2007,40
BRA,POL,2007,2
BRA,ROU,2007,1
BRA,RUS,2007,8
BRA,RWA,2007,17
BRA,SRB,2007,70
BRA,SLE,2007,130
BRA,SVN,2007,1
BRA,SOM,2007,30
BRA,ZAF,2007,3
BRA,LKA,2007,3
BRA,PSE,2007,126
BRA,SDN,2007,30
BRA,SYR,2007,5
BRA,MKD,2007,5
BRA,TZA,2007,5
BRA,USA,2007,1
BRA,URY,2007,1
BRA,VNM,2007,4
BRA,ZWE,2007,1
BGR,AFG,2007,1990
BGR,ALB,2007,10
BGR,DZA,2007,21
BGR,AGO,2007,5
BGR,ARM,2007,20
BGR,AZE,2007,3
BGR,BGD,2007,14
BGR,BLR,2007,2
BGR,BEN,2007,2
BGR,BIH,2007,35
BGR,BDI,2007,2
BGR,CMR,2007,5
BGR,COG,2007,23
BGR,CIV,2007,2
BGR,CUB,2007,5
BGR,COD,2007,31
BGR,ERI,2007,9
BGR,ETH,2007,55
BGR,GEO,2007,3
BGR,GHA,2007,1
BGR,GIN,2007,2
BGR,IND,2007,2
BGR,IRQ,2007,1475
BGR,IRN,2007,224
BGR,JOR,2007,2
BGR,LBN,2007,26
BGR,LBR,2007,12
BGR,LBY,2007,1
BGR,MLI,2007,1
BGR,NPL,2007,2
BGR,NGA,2007,10
BGR,PAK,2007,1
BGR,RUS,2007,8
BGR,RWA,2007,2
BGR,SEN,2007,1
BGR,SRB,2007,118
BGR,SLE,2007,12
BGR,SOM,2007,120
BGR,LKA,2007,2
BGR,SDN,2007,175
BGR,SYR,2007,85
BGR,TUN,2007,12
BGR,TUR,2007,92
BGR,TKM,2007,1
BGR,ARE,2007,2
BGR,TZA,2007,4
BGR,YEM,2007,2
BGR,ZMB,2007,1
BGR,ZWE,2007,2
BFA,BDI,2007,57
BFA,CMR,2007,7
BFA,CAF,2007,2
BFA,TCD,2007,155
BFA,COG,2007,99
BFA,CIV,2007,20
BFA,COD,2007,53
BFA,GHA,2007,1
BFA,GIN,2007,4
BFA,MLI,2007,3
BFA,RWA,2007,93
BFA,SDN,2007,6
BFA,TGO,2007,30
BFA,VNM,2007,5
BDI,BEN,2007,6
BDI,COD,2007,23914
BDI,RWA,2007,562
BDI,SOM,2007,1
KHM,AFG,2007,2
KHM,DZA,2007,1
KHM,CHN,2007,3
KHM,COD,2007,2
KHM,MMR,2007,6
KHM,PAK,2007,1
KHM,SOM,2007,3
KHM,LKA,2007,4
KHM,PSE,2007,2
KHM,SDN,2007,1
KHM,VNM,2007,154
CMR,AGO,2007,16
CMR,BDI,2007,266
CMR,KHM,2007,6
CMR,CAF,2007,48498
CMR,TCD,2007,5974
CMR,COG,2007,149
CMR,CIV,2007,51
CMR,COD,2007,691
CMR,GNQ,2007,36
CMR,LBR,2007,85
CMR,NGA,2007,2872
CMR,RWA,2007,1362
CMR,SLE,2007,16
CMR,SDN,2007,70
CMR,TGO,2007,17
CMR,UGA,2007,5
CAN,AFG,2007,3470
CAN,ALB,2007,2509
CAN,DZA,2007,2806
CAN,AGO,2007,1085
CAN,ATG,2007,24
CAN,ARG,2007,421
CAN,ARM,2007,171
CAN,AUS,2007,2
CAN,AUT,2007,2
CAN,AZE,2007,727
CAN,BHS,2007,2
CAN,BHR,2007,7
CAN,BGD,2007,3214
CAN,BRB,2007,25
CAN,BLR,2007,293
CAN,BEL,2007,2
CAN,BLZ,2007,1
CAN,BEN,2007,53
CAN,BTN,2007,2
CAN,BOL,2007,149
CAN,BIH,2007,132
CAN,BWA,2007,6
CAN,BRA,2007,165
CAN,BGR,2007,1552
CAN,BFA,2007,115
CAN,BDI,2007,1498
CAN,CPV,2007,1
CAN,KHM,2007,182
CAN,CMR,2007,660
CAN,CAF,2007,60
CAN,TCD,2007,745
CAN,CHL,2007,290
CAN,CHN,2007,14970
CAN,COL,2007,11843
CAN,COM,2007,7
CAN,COG,2007,308
CAN,CRI,2007,315
CAN,CIV,2007,401
CAN,HRV,2007,93
CAN,CUB,2007,2014
CAN,CYP,2007,1
CAN,CZE,2007,796
CAN,PRK,2007,4
CAN,COD,2007,5997
CAN,DNK,2007,3
CAN,DJI,2007,431
CAN,DMA,2007,43
CAN,DOM,2007,116
CAN,ECU,2007,261
CAN,EGY,2007,640
CAN,SLV,2007,758
CAN,GNQ,2007,15
CAN,ERI,2007,717
CAN,EST,2007,22
CAN,ETH,2007,1652
CAN,FJI,2007,515
CAN,FRA,2007,43
CAN,GAB,2007,41
CAN,GMB,2007,40
CAN,GEO,2007,471
CAN,DEU,2007,41
CAN,GHA,2007,495
CAN,GRC,2007,10
CAN,GRD,2007,293
CAN,GTM,2007,689
CAN,GIN,2007,1173
CAN,GNB,2007,23
CAN,GUY,2007,537
CAN,HTI,2007,1295
CAN,HND,2007,452
CAN,HKG,2007,1
CAN,HUN,2007,1183
CAN,IND,2007,7114
CAN,IDN,2007,409
CAN,IRQ,2007,1968
CAN,IRL,2007,9
CAN,IRN,2007,6221
CAN,ISR,2007,645
CAN,ITA,2007,8
CAN,JAM,2007,267
CAN,JPN,2007,13
CAN,JOR,2007,300
CAN,KAZ,2007,491
CAN,KEN,2007,760
CAN,KIR,2007,1
CAN,KWT,2007,143
CAN,KGZ,2007,203
CAN,LAO,2007,4
CAN,LVA,2007,76
CAN,LBN,2007,1218
CAN,LSO,2007,1
CAN,LBR,2007,123
CAN,LBY,2007,308
CAN,LTU,2007,115
CAN,MDG,2007,14
CAN,MWI,2007,15
CAN,MYS,2007,263
CAN,MDV,2007,1
CAN,MLI,2007,133
CAN,MLT,2007,3
CAN,MRT,2007,231
CAN,MUS,2007,6
CAN,MEX,2007,4281
CAN,MNG,2007,87
CAN,MNE,2007,2
CAN,MAR,2007,167
CAN,MOZ,2007,5
CAN,MMR,2007,205
CAN,NAM,2007,15
CAN,NPL,2007,513
CAN,NLD,2007,12
CAN,NZL,2007,1
CAN,NIC,2007,238
CAN,NER,2007,58
CAN,NGA,2007,2911
CAN,NOR,2007,1
CAN,OMN,2007,8
CAN,PAK,2007,15820
CAN,PAN,2007,43
CAN,PRY,2007,30
CAN,PER,2007,2522
CAN,PHL,2007,235
CAN,POL,2007,567
CAN,PRT,2007,8
CAN,QAT,2007,2
CAN,KOR,2007,275
CAN,MDA,2007,248
CAN,ROU,2007,1286
CAN,RUS,2007,2960
CAN,RWA,2007,1697
CAN,LCA,2007,216
CAN,VCT,2007,644
CAN,SAU,2007,99
CAN,SEN,2007,149
CAN,SRB,2007,1159
CAN,SYC,2007,8
CAN,SLE,2007,254
CAN,SGP,2007,19
CAN,SVK,2007,31
CAN,SVN,2007,6
CAN,SLB,2007,15
CAN,SOM,2007,7206
CAN,ZAF,2007,33
CAN,ESP,2007,6
CAN,LKA,2007,21279
CAN,PSE,2007,498
CAN,SDN,2007,1915
CAN,SUR,2007,3
CAN,SWZ,2007,16
CAN,SWE,2007,7
CAN,CHE,2007,3
CAN,SYR,2007,624
CAN,TJK,2007,34
CAN,THA,2007,32
CAN,MKD,2007,136
CAN,TGO,2007,280
CAN,TTO,2007,145
CAN,TUN,2007,236
CAN,TUR,2007,4753
CAN,TKM,2007,21
CAN,UGA,2007,491
CAN,UKR,2007,1911
CAN,ARE,2007,13
CAN,GBR,2007,59
CAN,TZA,2007,546
CAN,USA,2007,1537
CAN,URY,2007,145
CAN,UZB,2007,227
CAN,VEN,2007,823
CAN,VNM,2007,169
CAN,YEM,2007,364
CAN,ZMB,2007,36
CAN,ZWE,2007,3076
CAF,AGO,2007,5
CAF,BFA,2007,5
CAF,BDI,2007,41
CAF,CMR,2007,3
CAF,TCD,2007,1018
CAF,COG,2007,37
CAF,CIV,2007,37
CAF,COD,2007,1893
CAF,GNB,2007,1
CAF,KEN,2007,1
CAF,LBR,2007,38
CAF,MLI,2007,9
CAF,NER,2007,1
CAF,RWA,2007,242
CAF,SLE,2007,10
CAF,SOM,2007,2
CAF,SDN,2007,4170
CAF,TGO,2007,7
CAF,UGA,2007,13
CAF,TZA,2007,2
TCD,CAF,2007,46176
TCD,SDN,2007,242555
CHL,AFG,2007,17
CHL,AGO,2007,6
CHL,AZE,2007,2
CHL,BIH,2007,3
CHL,BRA,2007,1
CHL,BDI,2007,4
CHL,COL,2007,948
CHL,CRI,2007,5
CHL,HRV,2007,3
CHL,CUB,2007,51
CHL,COD,2007,15
CHL,ECU,2007,10
CHL,ETH,2007,1
CHL,HTI,2007,5
CHL,IND,2007,1
CHL,IRQ,2007,10
CHL,IRN,2007,5
CHL,LBR,2007,3
CHL,LBY,2007,1
CHL,NGA,2007,8
CHL,PER,2007,227
CHL,RUS,2007,6
CHL,RWA,2007,12
CHL,SRB,2007,12
CHL,SOM,2007,1
CHL,LKA,2007,6
CHL,PSE,2007,3
CHL,VEN,2007,2
CHL,VNM,2007,1
CHN,AFG,2007,7
CHN,BDI,2007,5
CHN,CIV,2007,2
CHN,COD,2007,3
CHN,ERI,2007,5
CHN,IRQ,2007,42
CHN,IRN,2007,6
CHN,PAK,2007,99
CHN,SOM,2007,9
CHN,PSE,2007,2
CHN,TGO,2007,1
CHN,VNM,2007,300897
COL,AGO,2007,4
COL,BEN,2007,1
COL,BOL,2007,1
COL,CHN,2007,1
COL,COG,2007,2
COL,CIV,2007,1
COL,CUB,2007,50
COL,COD,2007,1
COL,ECU,2007,2
COL,ETH,2007,3
COL,HUN,2007,10
COL,IRQ,2007,3
COL,IRN,2007,2
COL,LBR,2007,3
COL,MRT,2007,1
COL,NIC,2007,24
COL,PER,2007,14
COL,ROU,2007,7
COL,SRB,2007,7
COL,SLE,2007,5
COL,SOM,2007,1
COL,PSE,2007,1
COL,SDN,2007,1
COL,UZB,2007,3
COL,VEN,2007,17
COG,AGO,2007,2665
COG,BDI,2007,55
COG,CAF,2007,23
COG,TCD,2007,90
COG,COD,2007,27605
COG,RWA,2007,7941
CRI,AFG,2007,2
CRI,AGO,2007,2
CRI,ARG,2007,2
CRI,ARM,2007,2
CRI,BLR,2007,8
CRI,BGR,2007,13
CRI,COL,2007,9739
CRI,CUB,2007,599
CRI,CYP,2007,4
CRI,COD,2007,3
CRI,DOM,2007,6
CRI,SLV,2007,69
CRI,ERI,2007,2
CRI,GEO,2007,15
CRI,GHA,2007,2
CRI,GTM,2007,18
CRI,HTI,2007,31
CRI,HND,2007,8
CRI,IND,2007,6
CRI,IRN,2007,4
CRI,ISR,2007,13
CRI,LBR,2007,4
CRI,MEX,2007,7
CRI,NIC,2007,619
CRI,NGA,2007,7
CRI,PAN,2007,18
CRI,PER,2007,230
CRI,MDA,2007,2
CRI,ROU,2007,4
CRI,RUS,2007,19
CRI,SLE,2007,2
CRI,SOM,2007,6
CRI,UGA,2007,2
CRI,UKR,2007,18
CRI,USA,2007,2
CRI,UZB,2007,7
CRI,VEN,2007,109
CIV,AFG,2007,14
CIV,BEN,2007,1
CIV,BFA,2007,3
CIV,BDI,2007,38
CIV,KHM,2007,19
CIV,CAF,2007,12
CIV,TCD,2007,4
CIV,COG,2007,137
CIV,COD,2007,131
CIV,ETH,2007,1
CIV,GHA,2007,5
CIV,GIN,2007,2
CIV,LBN,2007,1
CIV,LBR,2007,24146
CIV,MRT,2007,1
CIV,NER,2007,1
CIV,NGA,2007,9
CIV,RWA,2007,61
CIV,SEN,2007,1
CIV,SLE,2007,35
CIV,LKA,2007,1
CIV,TGO,2007,23
CIV,UGA,2007,1
HRV,BIH,2007,1336
HRV,SRB,2007,305
HRV,SDN,2007,1
CUB,CHL,2007,9
CUB,SLV,2007,6
CUB,ERI,2007,5
CUB,ETH,2007,8
CUB,GTM,2007,3
CUB,HTI,2007,1
CUB,IRQ,2007,3
CUB,IRN,2007,3
CUB,LBR,2007,1
CUB,PSE,2007,2
CUB,ESH,2007,574
CYP,AFG,2007,5
CYP,DZA,2007,4
CYP,ARM,2007,14
CYP,BGD,2007,1
CYP,BIH,2007,15
CYP,CMR,2007,6
CYP,CHN,2007,1
CYP,HRV,2007,1
CYP,COD,2007,8
CYP,EGY,2007,21
CYP,ETH,2007,4
CYP,GEO,2007,56
CYP,GHA,2007,1
CYP,IND,2007,1
CYP,IDN,2007,1
CYP,IRQ,2007,206
CYP,IRN,2007,358
CYP,JOR,2007,9
CYP,KGZ,2007,3
CYP,LBN,2007,20
CYP,LBY,2007,1
CYP,PAK,2007,9
CYP,MDA,2007,12
CYP,RUS,2007,48
CYP,SRB,2007,40
CYP,SLE,2007,15
CYP,SOM,2007,5
CYP,LKA,2007,5
CYP,PSE,2007,153
CYP,SDN,2007,3
CYP,SYR,2007,65
CYP,TJK,2007,1
CYP,TUR,2007,76
CYP,UKR,2007,18
CYP,UZB,2007,4
CYP,YEM,2007,3
CZE,AFG,2007,242
CZE,ALB,2007,12
CZE,DZA,2007,1
CZE,AGO,2007,22
CZE,ARM,2007,85
CZE,AZE,2007,26
CZE,BLR,2007,248
CZE,BIH,2007,11
CZE,BGR,2007,25
CZE,BDI,2007,1
CZE,KHM,2007,2
CZE,CMR,2007,2
CZE,TCD,2007,1
CZE,CHN,2007,8
CZE,COG,2007,2
CZE,HRV,2007,3
CZE,CUB,2007,36
CZE,COD,2007,36
CZE,DJI,2007,2
CZE,ETH,2007,12
CZE,GMB,2007,2
CZE,GEO,2007,27
CZE,GHA,2007,18
CZE,GIN,2007,7
CZE,IRQ,2007,102
CZE,IRN,2007,30
CZE,JOR,2007,1
CZE,KAZ,2007,79
CZE,KGZ,2007,20
CZE,LBR,2007,4
CZE,MNG,2007,2
CZE,MAR,2007,1
CZE,MMR,2007,10
CZE,NGA,2007,21
CZE,PAK,2007,13
CZE,MDA,2007,9
CZE,ROU,2007,120
CZE,RUS,2007,414
CZE,RWA,2007,1
CZE,SEN,2007,2
CZE,SRB,2007,58
CZE,SLE,2007,2
CZE,SOM,2007,18
CZE,ZAF,2007,3
CZE,LKA,2007,13
CZE,SDN,2007,14
CZE,SYR,2007,15
CZE,TJK,2007,1
CZE,MKD,2007,2
CZE,TGO,2007,1
CZE,TUN,2007,1
CZE,TUR,2007,19
CZE,TKM,2007,5
CZE,UKR,2007,78
CZE,UZB,2007,34
CZE,VNM,2007,58
COD,AGO,2007,112680
COD,BDI,2007,17602
COD,CAF,2007,38
COD,COG,2007,782
COD,RWA,2007,29814
COD,SDN,2007,2511
COD,UGA,2007,13905
DNK,AFG,2007,5378
DNK,ALB,2007,45
DNK,DZA,2007,23
DNK,AGO,2007,16
DNK,ARM,2007,137
DNK,AZE,2007,115
DNK,BHR,2007,2
DNK,BGD,2007,3
DNK,BLR,2007,39
DNK,BTN,2007,6
DNK,BIH,2007,1309
DNK,BGR,2007,1
DNK,BDI,2007,224
DNK,KHM,2007,6
DNK,CMR,2007,14
DNK,CHL,2007,3
DNK,CHN,2007,88
DNK,COL,2007,8
DNK,COG,2007,4
DNK,CIV,2007,2
DNK,HRV,2007,13
DNK,CUB,2007,4
DNK,PRK,2007,8
DNK,COD,2007,114
DNK,EGY,2007,17
DNK,ERI,2007,15
DNK,ETH,2007,53
DNK,GEO,2007,45
DNK,GTM,2007,1
DNK,GIN,2007,6
DNK,IND,2007,64
DNK,IDN,2007,1
DNK,IRQ,2007,8376
DNK,IRN,2007,771
DNK,JOR,2007,26
DNK,KAZ,2007,10
DNK,KEN,2007,7
DNK,KWT,2007,3
DNK,LBN,2007,127
DNK,LBR,2007,3
DNK,LBY,2007,32
DNK,MRT,2007,1
DNK,MNG,2007,4
DNK,MAR,2007,1
DNK,MMR,2007,39
DNK,NPL,2007,1
DNK,NGA,2007,10
DNK,NOR,2007,1
DNK,PAK,2007,47
DNK,PER,2007,5
DNK,PHL,2007,1
DNK,POL,2007,2
DNK,MDA,2007,28
DNK,ROU,2007,8
DNK,RUS,2007,489
DNK,RWA,2007,129
DNK,SRB,2007,3030
DNK,SLE,2007,9
DNK,SVK,2007,13
DNK,SOM,2007,3359
DNK,LKA,2007,285
DNK,PSE,2007,503
DNK,SDN,2007,96
DNK,SYR,2007,218
DNK,TJK,2007,1
DNK,THA,2007,1
DNK,MKD,2007,21
DNK,TGO,2007,1
DNK,TUN,2007,12
DNK,TUR,2007,55
DNK,UGA,2007,17
DNK,UKR,2007,56
DNK,USA,2007,1
DNK,URY,2007,1
DNK,UZB,2007,13
DNK,VNM,2007,114
DNK,YEM,2007,8
DNK,ZWE,2007,1
DJI,ERI,2007,88
DJI,ETH,2007,580
DJI,SOM,2007,5980
DJI,SDN,2007,3
ECU,AFG,2007,74
ECU,ALB,2007,6
ECU,AGO,2007,2
ECU,ARM,2007,5
ECU,AZE,2007,2
ECU,BGD,2007,1
ECU,BIH,2007,1
ECU,BDI,2007,2
ECU,CMR,2007,1
ECU,CHL,2007,4
ECU,CHN,2007,12
ECU,COL,2007,264255
ECU,COM,2007,2
ECU,COG,2007,3
ECU,CUB,2007,188
ECU,DOM,2007,1
ECU,ECU,2007,24
ECU,EGY,2007,1
ECU,SLV,2007,5
ECU,ERI,2007,2
ECU,ETH,2007,1
ECU,DEU,2007,1
ECU,GHA,2007,2
ECU,GIN,2007,4
ECU,HTI,2007,14
ECU,IND,2007,2
ECU,IRQ,2007,33
ECU,IRN,2007,23
ECU,KWT,2007,1
ECU,LBN,2007,2
ECU,LBR,2007,5
ECU,LTU,2007,1
ECU,MLI,2007,1
ECU,MAR,2007,4
ECU,NPL,2007,1
ECU,NIC,2007,1
ECU,NGA,2007,5
ECU,PAK,2007,15
ECU,PAN,2007,2
ECU,PRY,2007,1
ECU,PER,2007,70
ECU,POL,2007,1
ECU,RUS,2007,19
ECU,SEN,2007,1
ECU,SRB,2007,14
ECU,SLE,2007,1
ECU,SOM,2007,6
ECU,ZAF,2007,1
ECU,ESP,2007,1
ECU,LKA,2007,7
ECU,PSE,2007,8
ECU,SDN,2007,4
ECU,SWZ,2007,1
ECU,SYR,2007,10
ECU,TGO,2007,2
ECU,TUR,2007,2
ECU,TKM,2007,2
ECU,UKR,2007,1
ECU,USA,2007,2
ECU,URY,2007,1
ECU,UZB,2007,4
ECU,VEN,2007,5
ECU,VNM,2007,4
ECU,ESH,2007,4
ECU,ZWE,2007,1
EGY,AFG,2007,28
EGY,DZA,2007,4
EGY,AGO,2007,1
EGY,BDI,2007,40
EGY,CMR,2007,1
EGY,CAF,2007,1
EGY,TCD,2007,12
EGY,CHN,2007,1
EGY,COG,2007,1
EGY,CIV,2007,133
EGY,COD,2007,25
EGY,DJI,2007,5
EGY,ERI,2007,373
EGY,ETH,2007,468
EGY,GIN,2007,1
EGY,IND,2007,1
EGY,IRQ,2007,10273
EGY,IRN,2007,1
EGY,KWT,2007,9
EGY,LBR,2007,8
EGY,LBY,2007,3
EGY,MMR,2007,2
EGY,RUS,2007,4
EGY,RWA,2007,13
EGY,SAU,2007,1
EGY,SRB,2007,8
EGY,SLE,2007,58
EGY,SOM,2007,5139
EGY,LKA,2007,1
EGY,PSE,2007,70213
EGY,SDN,2007,10499
EGY,SYR,2007,4
EGY,TGO,2007,1
EGY,TUN,2007,4
EGY,UGA,2007,12
EGY,UZB,2007,4
EGY,YEM,2007,204
SLV,COL,2007,3
SLV,NIC,2007,34
SLV,LKA,2007,2
ERI,ETH,2007,85
ERI,SOM,2007,4228
ERI,SDN,2007,729
EST,AFG,2007,6
EST,DZA,2007,2
EST,BLR,2007,1
EST,IRQ,2007,1
EST,RUS,2007,2
EST,SOM,2007,1
EST,LKA,2007,2
EST,TUR,2007,1
EST,TKM,2007,2
ETH,AFG,2007,1
ETH,BDI,2007,91
ETH,CMR,2007,3
ETH,COG,2007,1
ETH,CZE,2007,2
ETH,COD,2007,230
ETH,DJI,2007,55
ETH,ERI,2007,20753
ETH,KEN,2007,2644
ETH,NGA,2007,3
ETH,RWA,2007,16
ETH,SOM,2007,25843
ETH,SDN,2007,35493
ETH,TGO,2007,1
ETH,UGA,2007,44
ETH,YEM,2007,2
ETH,ZWE,2007,1
FIN,AFG,2007,517
FIN,ALB,2007,18
FIN,DZA,2007,34
FIN,AGO,2007,172
FIN,ARM,2007,11
FIN,AZE,2007,55
FIN,BGD,2007,43
FIN,BLR,2007,41
FIN,BOL,2007,13
FIN,BIH,2007,120
FIN,BGR,2007,5
FIN,BDI,2007,1
FIN,KHM,2007,7
FIN,CMR,2007,40
FIN,TCD,2007,1
FIN,CHN,2007,48
FIN,COL,2007,13
FIN,COG,2007,22
FIN,CIV,2007,3
FIN,HRV,2007,5
FIN,CUB,2007,9
FIN,CZE,2007,2
FIN,COD,2007,122
FIN,EGY,2007,1
FIN,ERI,2007,3
FIN,ETH,2007,55
FIN,GMB,2007,8
FIN,GEO,2007,3
FIN,GHA,2007,18
FIN,GIN,2007,7
FIN,GNB,2007,1
FIN,HND,2007,3
FIN,HUN,2007,5
FIN,IND,2007,9
FIN,IDN,2007,1
FIN,IRQ,2007,992
FIN,IRN,2007,238
FIN,ISR,2007,5
FIN,JOR,2007,7
FIN,KAZ,2007,19
FIN,KGZ,2007,9
FIN,LVA,2007,9
FIN,LBN,2007,9
FIN,LBR,2007,5
FIN,LBY,2007,23
FIN,MWI,2007,2
FIN,MRT,2007,3
FIN,MNG,2007,1
FIN,MAR,2007,9
FIN,MOZ,2007,1
FIN,MMR,2007,13
FIN,NPL,2007,7
FIN,NGA,2007,44
FIN,PAK,2007,21
FIN,PER,2007,4
FIN,MDA,2007,3
FIN,ROU,2007,1
FIN,RUS,2007,301
FIN,RWA,2007,30
FIN,SEN,2007,1
FIN,SRB,2007,1133
FIN,SLE,2007,26
FIN,SVK,2007,15
FIN,SOM,2007,1178
FIN,LKA,2007,66
FIN,SDN,2007,5
FIN,SYR,2007,46
FIN,TJK,2007,23
FIN,MKD,2007,15
FIN,TGO,2007,5
FIN,TUR,2007,328
FIN,TKM,2007,4
FIN,UGA,2007,2
FIN,UKR,2007,20
FIN,TZA,2007,3
FIN,UZB,2007,26
FIN,VEN,2007,1
FIN,VNM,2007,2
FIN,ZWE,2007,1
FRA,AFG,2007,1273
FRA,ALB,2007,1298
FRA,DZA,2007,1240
FRA,AGO,2007,2722
FRA,ARG,2007,5
FRA,ARM,2007,1716
FRA,AZE,2007,1439
FRA,BGD,2007,1495
FRA,BLR,2007,391
FRA,BEN,2007,13
FRA,BTN,2007,23
FRA,BOL,2007,36
FRA,BIH,2007,3780
FRA,BRA,2007,9
FRA,BGR,2007,81
FRA,BFA,2007,40
FRA,BDI,2007,288
FRA,KHM,2007,13370
FRA,CMR,2007,534
FRA,CAF,2007,497
FRA,TCD,2007,827
FRA,CHL,2007,77
FRA,CHN,2007,570
FRA,COL,2007,368
FRA,COM,2007,55
FRA,COG,2007,2694
FRA,CIV,2007,1467
FRA,HRV,2007,70
FRA,CUB,2007,118
FRA,CZE,2007,28
FRA,COD,2007,9329
FRA,DJI,2007,69
FRA,ECU,2007,30
FRA,EGY,2007,104
FRA,SLV,2007,16
FRA,GNQ,2007,30
FRA,ERI,2007,162
FRA,EST,2007,10
FRA,ETH,2007,396
FRA,GAB,2007,13
FRA,GMB,2007,44
FRA,GEO,2007,1786
FRA,DEU,2007,11
FRA,GHA,2007,578
FRA,GTM,2007,19
FRA,GIN,2007,1642
FRA,GNB,2007,838
FRA,HTI,2007,3004
